subject,subjectType,predicate,object,objectType,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val,object_prop_name,object_prop_val,subject_prop_name,subject_prop_val
entity:QNL_VAV_2F_S14_012,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_012,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_013,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_089_REF_LIBRARIAN_4,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_013,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_013,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_013,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_089_REF_LIBRARIAN_4,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_013,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_013,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_014,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_090_REF_LIBRARIAN_5,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_014,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_014,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_014,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_090_REF_LIBRARIAN_5,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_014,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_014,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_015,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_091_REF_LIBRARIAN_6,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_015,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_015,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_015,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_091_REF_LIBRARIAN_6,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_015,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_015,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_016,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_092_REF_LIBRARIAN_7,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_016,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_016,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_016,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_092_REF_LIBRARIAN_7,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_016,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_016,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_017,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_093_REF_LIBRARIAN_8,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_017,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_017,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_017,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_093_REF_LIBRARIAN_8,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_017,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_017,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_018,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_094_REF_LIBRARIAN_9,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_018,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_018,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_018,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_094_REF_LIBRARIAN_9,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_018,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_018,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_019,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_095_REF_LIBRARIAN_10,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_019,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_019,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_019,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_095_REF_LIBRARIAN_10,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_019,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_019,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_020,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_096_REF_LIBRARIAN_11,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_020,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_020,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_020,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_096_REF_LIBRARIAN_11,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_020,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_020,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_021,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_097_REF_LIBRARIAN_12,rec:Room,rdfs:label_en,QNL_VAV_2F_S14_021,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_021,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB014,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_021,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_097_REF_LIBRARIAN_12,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S14_021,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S14_021,,,,,,,,,,,,,,
entity:QNL_VAV_1F_S15_038,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_105_ABLUTIONMEN,rec:Room,rdfs:label_en,QNL_VAV_1F_S15_038,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_1F_S15_038,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB015,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_1F_S15_038,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_105_ABLUTIONMEN,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_1F_S15_038,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_1F_S15_038,,,,,,,,,,,,,,
entity:QNL_VAV_1F_S15_025,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L1_106_ABLUTIONWOMEN,rec:Room,rdfs:label_en,QNL_VAV_1F_S15_025,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_1F_S15_025,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB015,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_1F_S15_025,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L1_106_ABLUTIONWOMEN,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_1F_S15_025,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_1F_S15_025,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_021,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_010_BREAKOUT_SPACE,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_021,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_021,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_021,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_010_BREAKOUT_SPACE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_021,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_021,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_022,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_011_CTRCULATION_OFFICE,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_022,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_022,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_022,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_011_CTRCULATION_OFFICE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_022,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_022,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_023,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_012_OFFICE_SPEC_COL,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_023,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_023,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_023,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_012_OFFICE_SPEC_COL,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_023,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_023,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_024,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_013_OFFICE_SPEC_COL,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_024,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_024,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_024,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_013_OFFICE_SPEC_COL,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_024,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_024,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_026,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_015_40_GROUP_STUDY_ROOM_5,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_026,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_026,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_026,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_015_40_GROUP_STUDY_ROOM_5,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_026,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_026,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_029,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_016_40_GROUP_STUDY_ROOM_6,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_029,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_029,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_029,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_016_40_GROUP_STUDY_ROOM_6,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_029,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_029,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_027,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_017_40_GROUP_STUDY_ROOM_7,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_027,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_027,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_027,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_017_40_GROUP_STUDY_ROOM_7,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_027,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_027,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_028,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_018_GROUP_STUDY_ROOM_8,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_028,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_028,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_028,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_018_GROUP_STUDY_ROOM_8,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_028,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_028,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_097,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_018_GROUP_STUDY_ROOM_8,rec:Room,rdfs:label_en,QNL_VAV_2F_S12_097,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_097,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB012,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_097,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_018_GROUP_STUDY_ROOM_8,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S12_097,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S12_097,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_005,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_022_ACADEMIC_PERS_LIBRARIA,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_005,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_005,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_005,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_022_ACADEMIC_PERS_LIBRARIA,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_005,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_005,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_006,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_022_ACADEMIC_PERS_LIBRARIA,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_006,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_006,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_006,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_022_ACADEMIC_PERS_LIBRARIA,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_006,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_006,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_007,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_023_AD_ADMIN_&_PLANNING,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_007,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_007,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_007,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_023_AD_ADMIN_&_PLANNING,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_007,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_007,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_008,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_024_OFFICE_COORD,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_008,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_008,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_008,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_024_OFFICE_COORD,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_008,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_008,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_004,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_025_OPEN_OFFICE,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_004,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_004,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_004,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_025_OPEN_OFFICE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_004,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_004,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_009,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_025_OPEN_OFFICE,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_009,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_009,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_009,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_025_OPEN_OFFICE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_009,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_009,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_003,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_043_SERVICE_&_LOUNGE,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_003,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_003,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_003,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_043_SERVICE_&_LOUNGE,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_003,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_003,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_001,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_044_LIBDIRECTORS_ROOM,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_001,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_001,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_001,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_044_LIBDIRECTORS_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_001,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_001,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_002,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_044_LIBDIRECTORS_ROOM,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_002,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_002,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_002,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_044_LIBDIRECTORS_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_002,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_002,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S15_005,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_046_VIP_MEETING,rec:Room,rdfs:label_en,QNL_VAV_2F_S15_005,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S15_005,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB015,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S15_005,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_046_VIP_MEETING,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S15_005,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S15_005,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_016,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_048_VIP_WATING,rec:Room,rdfs:label_en,QNL_VAV_2F_S13_016,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_016,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB013,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_016,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_048_VIP_WATING,rec:Room,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S13_016,brick:Variable_Air_Volume_Box,ref:hasExternalReference,<blanknode>,ref:IFCReference,,,para:IFC_ID,,,,ref:ifcName,QNL_VAV_2F_S13_016,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S15_001,brick:Variable_Air_Volume_Box,rec:locatedIn,entity:QNL_L2_051_VIP_ROOM,rec:Room,rdfs:label_en,QNL_VAV_2F_S15_001,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S15_001,brick:Variable_Air_Volume_Box,rec:isFedBy,entity:QNL_AHUB015,brick:Air_Handling_Unit,,,,,,,,,,,,,,,,,,,,,,
entity:QNL_VAV_2F_S15_001,brick:Variable_Air_Volume_Box,rec:feeds,entity:QNL_L2_051_VIP_ROOM,rec:Room,,,,,,,,,,,,,,,,,,,,,,
